"NC Code","Brand Name","Total Available","Size","Cases Per Pallet","Supplier","Supplier Allotment","Broker Name",
="00009","John J. Bowman Single Barrel 10Y","0",".75L","204","Sazerac Co.","204","Rick Henry",
="00105","Templeton 10Y Reserve","0",".75L","100","Infinium Spirits","0","Lauren Wiseman",
="00111","Jack Daniel's Sinatra","0","1.00L","36","Brown - Forman","36","Lauren Wiseman",
="00119","Redbreast 15Y","0",".75L","100","Pernod Ricard USA","100","Jack Wooten",
="00120","Jack Daniel's No. 27 Gold","0",".75L","88","Brown - Forman","88","Lauren Wiseman",
="00124","WhistlePig 15Y","0",".75L","180","WhistlePig","180","Jason Lemansky",
="00126","Midleton Very Rare Irish","0",".75L","80","Pernod Ricard USA","80","Jack Wooten",
="00131","Smooth Ambler Old Scout Bourbon","32",".75L","96","Pernod Ricard USA","96","Jack Wooten",
="00137","Hatozaki Small Batch Japanese Whisky","1",".75L","240","Marussia Beverages USA","240","Lauren Wiseman",
="00139","Yamato Special Edition","52",".75L","144","Aiko Importers, Inc","144","Jeffrey A. Morse, Jr.",
="00140","Nobushi Japanese Whisky","0",".75L","63","Park St Imp/ Trinity Beverage","1","Curtis Toth",
="00202","Ardbeg Corryvreckan","0",".75L","200","Moet Hennessy","100","Garrett Miller",
="00203","Ardbeg Uigeadail","0",".75L","200","Moet Hennessy","100","Garrett Miller",
="00204","The Macallan Double Cask 18Y","54",".75L","60","Edrington Americas","60","Lauren Wiseman",
="00209","Glenmorangie Signet S.M.","0",".75L","256","Moet Hennessy","64","Garrett Miller",
="00211","Glenmorangie Non Age Nectar D'Or","0",".75L","80","Moet Hennessy","80","Garrett Miller",
="00214","Highland Park 18Y","0",".75L","168","Edrington Americas","84","Lauren Wiseman",
="00215","GlenDronach 12Y S.M.","19",".75L","100","Brown - Forman","100","Lauren Wiseman",
="00217","Auchentoshan Three Wood","311",".75L","110","Beam Suntory","110","Bill York",
="00218","Bruichladdich Port Charlotte 10Y","0",".75L","75","Remy Cointreau USA","75","Lauren Wiseman",
="00219","Bruichladdich Classic Laddie Scottish Barley","0",".75L","75","Remy Cointreau USA","75","Lauren Wiseman",
="00221","Ben Riach 10Y","0",".75L","100","Brown - Forman","100","Lauren Wiseman",
="00222","Bruichladdich Islay Barley","0",".75L","75","Remy Cointreau USA","75","Lauren Wiseman",
="00225","The Macallan Rare Cask","22",".75L","48","Edrington Americas","48","Lauren Wiseman",
="00226","Aberlour A'Bunadh","0",".75L","52","Pernod Ricard USA","52","Jack Wooten",
="00227","The Dalmore 15Y","26",".75L","75","E & J Gallo Winery","75","Donavan Campbell",
="00229","The Dalmore Port Wood Reserve","21",".75L","48","E & J Gallo Winery","48","Donavan Campbell",
="00231","The Dalmore Cigar Malt Reserve","0",".75L","48","E & J Gallo Winery","48","Donavan Campbell",
="00237","GlenDronach 15Y Revival","0",".75L","100","Brown - Forman","50","Lauren Wiseman",
="00411","Hangar One Straight","26",".75L","56","WI, Inc","56","Lauren Wiseman",
="00659","D'Usse XO Cognac","0",".75L","25","Bacardi USA","30","Barry Sessoms",
="00703","Grand Marnier 100Y","0",".75L","60","Campari America","60","Barry Sessoms",
="00707","Agavero Orange Tequila Liqueur","0",".75L","39","WI, Inc","64","Lauren Wiseman",
="00710","Cynar","0","1.00L","44","Campari America","44","Barry Sessoms",
="00806","Santo Fino Reposado","14",".75L","152","Shaw-Ross International","152","Barry Sessoms",
="00807","Adictivo Extra Anejo","94",".75L","156","Marsalle/Stoller Imports","156","Jeffrey A. Morse, Jr.",
="00810","Jose Cuervo Reserva de Familia","4",".75L","100","Proximo Spirits","100","Lauren Wiseman",
="00820","Mezcal Vago Elote","0",".75L","40","Heaven Hill","40","Nick Pourasef",
="00823","Patron Reposado","0","1.75L","56","Bacardi USA","112","Barry Sessoms",
="00824","Patron Anejo","0","1.75L","56","Bacardi USA","112","Barry Sessoms",
="00825","Los Vecinos Mezcal","3802",".75L","112","Sazerac Co.","112","Rick Henry",
="00827","Casa Dragones 16 Joven Tequila","0",".75L","96","MHW/ Casa Dragones","96","Bill York",
="19398","Foursquare 2009 Rum","0",".75L","80","Altamar Brands LLC","240","Nick Pourasef",
="19410","Amador D. B. Cabernet Barrel Finish","29",".75L","100","Trinchero Family Estates","300","Nick Pourasef",
="19411","Russell's Reserve 13Y","0",".75L","120","Campari America","360","Barry Sessoms",
="19421","Smirnoff 80 w/ 50ML","292","1.75L","44","Diageo NA","132","Garrett Miller",
="19429","NC Creek Water Mud Mouth Coffee Whiskey RTD","0",".355L","19","MHW/ Creekwater","57","Amy Edwards",
="19430","BBC Collaborative Series Plantation Rum","0",".75L","100","Bardstown Bourbon Company","300","Nick Pourasef",
="19450","Weller Special Reserve","0",".75L","50","Sazerac Co.","150","Rick Henry",
="19493","Larios Rose","451","700ML","140","Beam Suntory","420","Bill York",
="19494","Larios Premium Gin","688","700ML","140","Beam Suntory","420","Bill York",
="19497","Country Smooth Sm Batch Bourbon Wsk","97",".75L","120","Country Smooth Spirits","360","Jason Lemansky",
="19498","Royal Portrush Open Course Coll. SM Scotch","111",".75L","44","Randolph Importing","132","Jason Lemansky",
="19509","Pinhook Bourbon (High Proof)","0",".75L","21","Pinhook Bourbon","0","Nick Pourasef",
="19553","A. Smith Bowman Cask Strength","0",".75L","120","Sazerac Co.","0","Rick Henry",
="19554","E.H. Taylor Jr. Warehouse C","0",".75L","51","Sazerac Co.","0","Rick Henry",
="19555","Roca Patron Reposado","39",".375L","48","Bacardi USA","0","Barry Sessoms",
="19565","Sombra Mezcal Reposado","20",".75L","80","Diageo NA","0","Barry Sessoms",
="19573","Calumet Farm 15Y Old Bourbon","0",".75L","88","Western Spirits Bev Co.","0","Donavan Campbell",
="19579","Maker's Mark 46 Cask & Priv. Sel. 375ML CoPk","136",".75L","40","Beam Suntory","0","Bill York",
="19580","Jim Beam W/ Highball Glass","0",".75L","45","Beam Suntory","0","Bill York",
="19581","Jim Beam Peach W/ Highball GLS","0",".75L","45","Beam Suntory","0","Bill York",
="19582","Jefferson's Ocean Aged at Sea","0",".375L","98","Pernod Ricard USA","0","Jack Wooten",
="19583","Tia Maria Cold Brew Coffee Frappe 4Pk","0","800ML","150","Disaronno International","0","Lauren Wiseman",
="19585","Mamitas Tequila and Soda Pineapple 4Pk","375","1.42L","104","Phusion Projects","0","Bill York",
="19586","Cutwater Vodka Soda Variety 8Pk","0","2.84L","100","Sazerac Co.","0","Donavan Campbell",
="19587","Cutwater Vodka Mule 4Pk","0","1.42L","100","Sazerac Co.","0","Donavan Campbell",
="19588","Cutwater Tequila Variety 6Pk","0","2.13L","100","Sazerac Co.","0","Donavan Campbell",
="19589","Cutwater Lime Margarita 4Pk","0","1.42L","100","Sazerac Co.","0","Donavan Campbell",
="19593","Tia Maria Matcha","118",".75L","50","Disaronno International","0","Lauren Wiseman",
="19594","Svedka Cherry Limeade","122","50ML","102","Constellation Brands","306","Bill York",
="19595","Ciroc Celebration VAP W/ 3x 50ml","0",".75L","32","Diageo NA","0","Garrett Miller",
="19603","JP Wiser's 23Y","0",".75L","50","Sazerac Co.","0","Barry Sessoms",
="19605","Bacardi Variety RTD 6Pk","0","2.13L","104","Bacardi USA","0","Barry Sessoms",
="19606","Bacardi Bahama Mama RTD 4Pk","44","1.42L","104","Bacardi USA","0","Barry Sessoms",
="19607","Hine Rare VSOP","52",".75L","105","Hotaling & Co.","0","Barry Sessoms",
="19608","Old Elk Sour Mash Small Batch Res","0",".75L","54","Old Elk Distillery","0","Barry Sessoms",
="19609","Lock Stock & Barrel 20Y","0",".75L","152","The Cooper Spirits Co.","0","Barry Sessoms",
="19611","Courage & Conviction Sherry Cask","0",".75L","80","Park St Imp/ Virginia Distillery","0","Lauren Wiseman",
="19612","Courage & Conviction Cuvee Cask","0",".75L","80","Park St Imp/ Virginia Distillery","0","Lauren Wiseman",
="19613","Courage & Conviction Bourbon Cask","0",".75L","80","Park St Imp/ Virginia Distillery","0","Lauren Wiseman",
="19614","Five Farms Irish Cream","67","50ML","165","McCormick Distilling Co.","0","Donavan Campbell",
="19615","The All Malt Bourbon Whiskey","8",".75L","40","Weldon Mills Distillery","0","Bruce Tyler",
="19616","The Club Long Island Iced Tea 4Pk","423","800ML","165","Sazerac Co.","0","Barry Sessoms",
="19617","Tito's Handmade Vodka","1881","1.00L","55","Fifth Generation","0","Donavan Campbell",
="19622","Maker's Mark Wood Finishing Series 2021","0",".75L","85","Beam Suntory","0","Bill York",
="19623","Redbreast 27Y","0",".75L","72","Pernod Ricard USA","0","Jack Wooten",
="19626","Red Spot","0",".75L","80","Pernod Ricard USA","0","Jack Wooten",
="19628","George Dickel Single Barrel 15Y","74",".75L","45","Diageo NA","0","Garrett Miller",
="19629","Smooth Ambler Old Scout Rye","0",".75L","96","Pernod Ricard USA","0","Jack Wooten",
="19636","Party Can:Triple Spice Margarita","0","1.75L","90","MHW/ CNI Brands","0","Jason Lemansky",
="19640","Stoli elit","0",".375L","77","Stoli Group USA","0","Donavan Campbell",
="19642","Capt. Morgan Spiced 70 w/ 50ML","766","1.75L","40","Diageo NA","0","Garrett Miller",
="19643","Ketel One w/ Filthy Olives","0","1.75L","56","Diageo NA","0","Garrett Miller",
="19651","Maker's Mark","426","1.00L","42","Beam Suntory","0","Bill York",
="19653","NC Conniption Barrel Aged Gin","0",".75L","39","Durham Distillery","0","Melissa Katrincic",
="19655","Redemption Rye Rum Cask Finish","0",".75L","104","Deutsch Family W & S","0","Barry Sessoms",
="19659","Blanton's Straight From The Barrel","0",".75L","90","Sazerac Co.","0","Rick Henry",
="19661","JP Wiser's 35Y","0",".75L","100","Sazerac/ 375 Park Ave Spirits","0","Barry Sessoms",
="19662","Patron Anejo Sherry Cask","0",".75L","21","Bacardi USA","0","Barry Sessoms",
="19663","Tenjaku Pure Malt Whisky","0",".75L","120","MHW/ Tenjaku","0","Bill York",
="19664","Kinky Red Liqueur","0","50ML","160","Associated Brewing","0","Jason Lemansky",
="19673","99 Brands Candy Cane","0","250ML","14","Sazerac Co.","0","Rick Henry",
="19679","Crystal Head Onyx","0",".75L","56","Infinium Spirits","0","Lauren Wiseman",
="19688","Courage & Conviction","0","50ML","104","Park St Imp/ Virginia Distillery","0","Lauren Wiseman",
="19697","Gunpowder Irish Gin w/ GLS","0",".75L","48","Palm Bay International","0","Barry Sessoms",
="19698","Codigo 1530 Combo Pack","0","150ML","64","Pernod Ricard USA","0","Jack Wooten",
="19708","Wild Turkey Rare Breed Rye","0",".75L","120","Campari America","0","Barry Sessoms",
="19709","Maker's Mark 46 Cask Strength","139",".75L","102","Beam Suntory","0","Bill York",
="19710","Weller Single Barrel","0",".75L","100","Sazerac Co.","0","Rick Henry",
="19711","Knob Creek 15 Year","0",".75L","64","Beam Suntory","0","Bill York",
="19713","Elijah Craig Toasted Barrel","0",".75L","70","Heaven Hill","0","Nick Pourasef",
="19724","Broken Shed Vodka (1L)","0","1.00L","88","MHW/ Broken Shed","0","Bill York",
="19730","Blanton's Gold Bourbon","0",".75L","90","Sazerac Co.","0","Rick Henry",
="19739","Glenmorangie Cadboll Estate","0",".75L","110","Moet Hennessy","0","Garrett Miller",
="19742","Crystal Head Rainbow Pride","0",".75L","60","Infinium Spirits","0","Lauren Wiseman",
="19744","Blended Malt Whiskey Release 06","0",".375L","15","Oak & Grist Distilling Co.","0","William Goldberg",
="19745","Cragganmore Distillers Edition 12Y","0",".75L","92","Diageo NA","0","Garrett Miller",
="19749","Van Gogh Classic Goghgirl Vodka","0",".75L","140","MHW/ Conecuh Ridge","0","Donavan Campbell",
="19755","Capt. Morgan Orange Vanilla Twist","92",".75L","70","Diageo NA","0","Garrett Miller",
="19763","Western Son 50ml Variety VAP","0","500ML","144","Western Son Distillery","0","Jason Lemansky",
="19765","Larceny Holiday VAP","0",".75L","25","Heaven Hill","0","Nick Pourasef",
="19774","Larceny Barrel Proof","0",".75L","245","Heaven Hill","0","Nick Pourasef",
="19776","Bushmills w/ 2x 50ML","0",".75L","60","Proximo Spirits","0","Lauren Wiseman",
="19784","Kentucky Owl Bourbon Batch 10","0",".75L","112","Stoli Group USA","0","Donavan Campbell",
="19791","Weller Full Proof","0",".75L","100","Sazerac Co.","0","Rick Henry",
="19794","WhistlePig 18Y Double Malt","0",".75L","68","WhistlePig","0","Jason Lemansky",
="19795","Notaboo E.T. 51 Espresso Vodka","0",".375L","120","American Spirits Exchange","0","Bruce DeBlock",
="19798","Kentucky Owl Straight Rye Batch 4","0",".75L","104","Stoli Group USA","0","Donavan Campbell",
="19809","Crystal Head Patriot Pkg","0","150ML","54","Infinium Spirits","0","Lauren Wiseman",
="19813","El Tesoro Extra Anjeo","0",".75L","68","Beam Suntory","0","Bill York",
="19815","El Mayor Cristalino 100% Agave","0",".75L","132","Luxco","0","Donavan Campbell",
="19816","Fifty Pounds London Dry Gin w/ GLS","0",".75L","25","Shaw-Ross International","0","Barry Sessoms",
="19826","Jameson Black Barrel w/ GLS","0",".75L","40","Pernod Ricard USA","0","Jack Wooten",
="19828","Johnnie Walker Black w/ 2 50MLs","0",".75L","50","Diageo NA","0","Garrett Miller",
="19831","Kraken Black Roast Coffee Rum","0",".75L","66","Proximo Spirits","0","Lauren Wiseman",
="19834","Makerâ€™s Mark Wood Fin Series (SE4 X PR5)","0",".75L","85","Beam Suntory","0","Bill York",
="19837","Midnight Moon Peppermint 50ml","0","50ML","72","Piedmont Distillers","0","Donavan Campbell",
="19849","Midnight Moon Peppermint w/ 2 Shot GLS","0",".75L","72","Piedmont Distillers","0","Donavan Campbell",
="19854","Jackson Morgan Peppermint Mocha","0",".75L","90","Spirits of Tennessee","0","Jason Lemansky",
="19866","Patron Extra Anejo","0",".375L","70","Bacardi USA","0","Barry Sessoms",
="19871","Notaboo E.T. 51","0","50ML","90","American Spirits Exchange","0","Bruce DeBlock",
="19894","Rua Sherry Cask","0",".75L","43","Great Wagon Road Distilling","0","Oliver Mulligan",
="19915","Fireball 50ML Party Bucket","0","1.00L","24","Sazerac Co.","0","Rick Henry",
="19922","Notaboo E.T. 51","0",".75L","120","American Spirits Exchange","0","Bruce DeBlock",
="19925","Maker's Mark w/ Shaker","0",".75L","35","Beam Suntory","0","Bill York",
="19926","Fireball Cinnamon Whisky PET","2","1.75L","70","Sazerac Co.","0","Rick Henry",
="19928","99 50ML Party Bucket","90","1.00L","24","Sazerac Co.","192","Rick Henry",
="19930","Chi Chi's Margarita","226","200ML","117","Sazerac Co.","0","Rick Henry",
="19931","Platinum 7X - 10Pk","144","50ML","102","Sazerac Co.","0","Rick Henry",
="19945","Henry McKenna Single Barrel","9",".75L","64","Heaven Hill","0","Nick Pourasef",
="19953","Basil Hayden's Caribbean Rye","0",".75L","96","Beam Suntory","0","Bill York",
="19962","Barrel Reserve Dark Rhythm Gin","13",".75L","30","Oak & Grist Distilling Co.","0","William Goldberg",
="19977","1792 12Y","0",".75L","102","Sazerac Co.","0","Barry Sessoms",
="19994","Ciroc White Grape","0",".75L","60","Diageo NA","0","Garrett Miller",
="19995","Bailey's Red Velvet Cupcake","0",".75L","55","Diageo NA","0","Garrett Miller",
="19996","Lagavulin Offerman Guinness Cask Ed","0",".75L","115","Diageo NA","0","Garrett Miller",
="20009","Cleveland Christmas Bourbon","0",".75L","88","Cleveland Whiskey","0","Jason Lemansky",
="20020","Elijah Craig Barrel Proof Small Batch","0",".75L","70","Heaven Hill","0","Nick Pourasef",
="20022","High West A Midwinter Nights Dram","0",".75L","112","Constellation Brands","0","Bill York",
="20027","Old Ezra Brooks 7Y","0",".75L","120","Luxco","0","Donavan Campbell",
="20028","Kentucky Owl Straight Rye","0",".75L","104","Stoli Group USA","0","Donavan Campbell",
="20029","Elijah Craig 18Y","0",".75L","160","Heaven Hill","0","Nick Pourasef",
="20036","Basil Hayden's 10Y","0",".75L","96","Beam Suntory","0","Bill York",
="20046","Redbreast 21Y","0",".75L","152","Pernod Ricard USA","0","Jack Wooten",
="20050","Mozart Chocolate Cream Liqueur VAP","0",".75L","72","Marussia Beverages USA","0","Lauren Wiseman",
="20066","Mozart Pumpkin Spice Liqueur","0",".75L","80","Marussia Beverages USA","0","Lauren Wiseman",
="20071","Hornitos Plata w/ Shot GLS","0",".75L","40","Beam Suntory","0","Bill York",
="20073","Jim Beam Black w/ Rock GLS","0",".75L","35","Beam Suntory","0","Bill York",
="20074","Jim Beam 4Y PET w/ 50ml","4","1.75L","52","Beam Suntory","0","Bill York",
="20095","Glenmorangie Taster Pack","14","400ML","88","Moet Hennessy","0","Garrett Miller",
="20106","Benchmark Egg Nog","0","1.75L","90","Sazerac Co.","0","Rick Henry",
="20107","Benchmark Egg Nog","0",".75L","75","Sazerac Co.","0","Rick Henry",
="20109","Christian Brothers Holiday Nog","0",".75L","50","Heaven Hill","0","Nick Pourasef",
="20110","Evan Williams Egg Nog","0",".75L","70","Heaven Hill","0","Nick Pourasef",
="20118","Gentleman Jack w/ Sour Mix","0",".75L","56","Brown - Forman","0","Lauren Wiseman",
="20121","Remy Martin VSOP w/ 1738 50ml","0",".75L","54","Remy Cointreau USA","0","Lauren Wiseman",
="20129","The Macallan Classic Cut","0",".75L","104","Edrington Americas","0","Lauren Wiseman",
="20148","Fulton's Harvest Pumpkin Pie Cream Liqueur","0",".75L","55","Heaven Hill","0","Nick Pourasef",
="20156","Ketel One w/ Martini GLS","0",".75L","40","Diageo NA","0","Garrett Miller",
="20158","John Walker & Sons 200th Anniversary","0",".75L","104","Diageo NA","0","Garrett Miller",
="20159","John Walker & Sons Bicentenary Blend 28Y","0",".75L","36","Diageo NA","0","Garrett Miller",
="20160","NC Cherry Bounce Whiskey","0",".75L","30","South Mountain Distilling","0","Donald Smith",
="20162","NC Blended Malt Whiskey 05","0",".375L","15","Oak & Grist Distilling Co.","1","William Goldberg",
="20170","1800 Silver w/ Taco Holder","0",".75L","48","Proximo Spirits","0","Lauren Wiseman",
="20175","Bailey's Apple Pie","0",".75L","55","Diageo NA","0","Garrett Miller",
="20183","Minor Case Straight Rye","15",".75L","95","Luxco","0","Donavan Campbell",
="20186","Weller CYPB","0",".75L","100","Sazerac Co.","0","Rick Henry",
="20192","E.H. Taylor Jr. Single Barrel Bourbon","0",".75L","100","Sazerac Co.","0","Rick Henry",
